,PK_ID,User_ID,archivist_badge,coffee_badge,complex_diet_badge,first_entery,last_entery,rank_badge,tot_entery_stat,tot_symp_stat,tot_trig_stat
0,[1],['Asaf'],True,True,True,2019-03-14,2019-04-15,6,940,335,605
